player,player_id,position,player_game_count,team_name,targets,receptions,caught_percent,yards,touchdowns,grades_offense,grades_pass_route,grades_hands_drop,grades_hands_fumble,grades_pass_block,yards_per_reception,yards_after_catch,yards_after_catch_per_reception,longest,first_downs,drops,interceptions,fumbles,avoided_tackles,targeted_qb_rating,penalties,declined_penalties
Brandon Marshall,3064,WR,16,DEN,167,102,61.1,1325,7,91.3,90.8,58.5,27.9,,13.0,537,5.3,68,71,11,6,3,31,85.0,7,0
T.J. Houshmandzadeh,921,WR,16,CIN,164,112,68.3,1151,12,82.3,82.5,71.0,38.9,,10.3,369,3.3,42,70,8,9,2,14,89.8,5,0
Chad Johnson,806,WR,16,CIN,158,93,58.9,1440,8,84.8,86.0,53.5,31.0,,15.5,292,3.1,70,75,10,8,2,5,84.9,4,1
Randy Moss,342,WR,16,NE,157,99,63.1,1493,23,90.1,90.2,56.9,83.4,,15.1,283,2.9,65,74,11,4,0,2,123.2,10,3
Larry Fitzgerald,1724,WR,15,ARZ,153,100,65.4,1412,10,90.8,90.7,90.1,26.0,,14.1,295,3.0,48,72,3,8,3,5,95.0,2,1
Derrick Mason,271,WR,16,BLT,151,103,68.2,1087,5,79.7,80.1,81.3,58.5,,10.6,320,3.1,79,60,5,3,1,12,91.7,3,0
Reggie Wayne,800,WR,16,IND,148,104,70.3,1515,10,91.5,91.4,76.9,26.2,,14.6,402,3.9,64,73,6,7,3,4,106.1,1,0
Braylon Edwards,2220,WR,16,CLV,147,80,54.4,1289,16,78.4,80.6,27.6,28.8,,16.1,316,4.0,78,58,19,5,3,4,106.1,9,1
Tony Gonzalez,237,TE,16,KC,145,99,68.3,1172,5,86.5,88.9,85.9,83.7,82.7,11.8,300,3.0,31,60,4,4,0,9,92.7,10,1
Marques Colston,3197,WR,16,NO,143,98,68.5,1202,11,82.0,81.2,61.0,56.9,61.4,12.3,389,4.0,45,64,8,4,1,9,108.2,3,0
Terrell Owens,188,WR,15,DAL,142,81,57.0,1355,15,85.9,87.9,33.8,82.3,,16.7,360,4.4,52,69,12,10,0,9,95.2,10,1
Torry Holt,441,WR,16,STR,142,93,65.5,1189,7,84.2,85.3,90.5,37.5,,12.8,202,2.2,40,64,2,8,2,1,84.5,5,0
Jason Witten,1384,TE,16,DAL,141,96,68.1,1145,7,91.0,91.1,74.7,56.6,48.1,11.9,396,4.1,53,56,5,4,1,9,97.4,5,0
Steve Smith,837,WR,15,CAR,139,87,62.6,996,7,80.0,79.7,61.3,57.9,,11.4,469,5.4,74,43,7,5,1,12,85.9,1,0
Kellen Winslow,1727,TE,16,CLV,139,83,59.7,1106,5,76.2,82.7,80.0,28.8,79.0,13.3,354,4.3,49,56,4,5,2,3,82.0,14,1
Wes Welker,2204,WR,16,NE,138,112,81.2,1175,8,88.1,86.3,89.0,39.0,61.5,10.5,637,5.7,42,65,5,3,2,16,112.4,1,0
Plaxico Burress,586,WR,16,NYG,136,70,51.5,1025,12,79.1,79.7,69.5,81.4,,14.6,275,3.9,60,49,4,8,0,6,81.3,2,0
Roddy White,2244,WR,16,ATL,132,83,62.9,1204,6,77.8,77.2,65.0,28.9,,14.5,467,5.6,69,52,8,3,3,7,98.2,9,2
Bobby Engram,177,WR,16,SEA,127,94,74.0,1147,6,89.8,89.5,88.4,55.5,,12.2,369,3.9,49,63,3,3,1,9,107.3,1,0
Kevin Curtis,1389,WR,16,PHI,126,77,61.1,1110,6,77.0,76.6,55.4,81.8,,14.4,326,4.2,75,49,9,3,0,7,95.7,2,1
Bernard Berrian,1799,WR,16,CHI,121,71,58.7,951,5,77.2,76.5,81.1,48.9,,13.4,236,3.3,59,48,3,8,1,5,70.0,0,0
Jerricho Cotchery,1829,WR,15,NYJ,120,82,68.3,1130,2,77.3,77.4,56.7,55.2,65.7,13.8,434,5.3,50,51,7,7,1,13,79.5,0,0
Dwayne Bowe,3639,WR,16,KC,118,70,59.3,995,5,81.7,81.2,69.6,81.4,62.3,14.2,361,5.2,58,51,5,4,0,10,86.7,1,0
Shaun McDonald,1418,WR,16,DET,118,79,66.9,943,6,68.3,69.0,68.6,53.1,,11.9,261,3.3,49,47,6,8,2,10,79.9,2,0
Donald Driver,533,WR,15,GB,116,82,70.7,1048,2,80.3,80.0,74.3,82.5,,12.8,434,5.3,47,49,4,4,1,18,90.0,2,0
Antonio Gates,1609,TE,16,SD,109,75,68.8,984,9,89.1,90.5,71.0,81.6,61.3,13.1,302,4.0,49,54,5,4,0,3,109.3,2,0
Brian Westbrook,1094,HB,15,PHI,109,90,82.6,771,5,77.6,67.4,52.6,88.5,81.0,8.6,802,8.9,57,31,10,2,1,13,103.8,1,0
Santana Moss,786,WR,14,WAS,108,61,56.5,808,3,74.1,74.5,40.6,26.4,,13.2,188,3.1,49,43,9,4,1,4,74.2,2,0
Hines Ward,380,WR,13,PIT,107,71,66.4,732,7,86.9,84.4,65.3,82.0,85.7,10.3,244,3.4,25,47,6,4,0,0,92.1,2,0
Lee Evans,1734,WR,16,BUF,105,55,52.4,849,5,74.1,74.0,60.6,79.8,,15.4,201,3.7,85,38,5,7,0,2,67.5,6,0
Chris Cooley,1802,TE,16,WAS,104,65,62.5,781,8,78.8,79.7,67.6,46.0,82.3,12.0,285,4.4,39,46,4,1,1,8,107.1,3,1
Reggie Brown,2252,WR,16,PHI,104,61,58.7,780,5,70.0,67.6,71.4,57.6,,12.8,169,2.8,45,38,5,4,1,5,82.2,1,1
Kevin Walter,1549,WR,16,HST,101,65,64.4,800,4,78.3,76.2,79.2,81.6,35.7,12.3,177,2.7,46,43,3,7,0,3,73.0,0,0
Roy Williams,1728,WR,12,DET,101,64,63.4,838,5,71.0,70.7,60.8,28.6,,13.1,304,4.8,91,34,6,5,2,5,85.3,1,0
Marty Booker,487,WR,15,MIA,99,51,51.5,556,1,61.0,60.9,44.1,37.7,,10.9,133,2.6,26,29,8,6,0,1,46.5,2,1
Amani Toomer,169,WR,16,NYG,99,59,59.6,760,3,68.6,68.1,45.2,80.3,,12.9,195,3.3,40,43,9,4,0,1,77.0,5,0
Isaac Bruce,80,WR,14,STR,98,55,56.1,733,4,77.7,77.3,74.5,53.6,,13.3,168,3.1,37,36,3,3,0,1,80.9,0,0
Darrell Jackson,639,WR,15,SF,97,46,47.4,497,3,62.9,62.8,41.9,48.6,,10.8,84,1.8,34,33,7,7,1,3,43.2,4,2
Anquan Boldin,1369,WR,12,ARZ,96,72,75.0,854,9,77.8,80.9,70.3,29.7,80.9,11.9,390,5.4,44,43,5,2,2,9,124.2,6,0
Joey Galloway,117,WR,15,TB,95,57,60.0,1014,6,78.1,78.7,61.7,80.2,,17.8,377,6.6,69,37,7,5,0,5,95.7,1,0
Dallas Clark,1340,TE,15,IND,93,58,62.4,616,11,74.4,69.2,29.0,80.5,56.2,10.6,220,3.8,39,37,12,2,0,7,112.1,0,0
Reggie Bush,2947,HB,12,NO,92,73,79.3,417,2,59.5,71.0,48.7,26.1,25.5,5.7,400,5.5,25,24,9,1,0,10,88.3,1,0
Ronald Curry,1199,WR,16,OAK,92,55,59.8,717,4,68.8,70.9,38.3,80.5,70.9,13.0,238,4.3,49,35,8,5,0,4,76.2,6,0
Nate Burleson,1386,WR,16,SEA,91,50,54.9,694,9,69.0,69.5,65.4,38.4,,13.9,217,4.3,45,38,4,4,1,5,94.3,3,0
Arnaz Battle,1499,WR,16,SF,91,49,53.8,583,5,63.7,63.2,65.6,22.3,,11.9,132,2.7,57,25,5,4,2,5,73.6,1,0
Jerry Porter,617,WR,16,OAK,90,44,48.9,705,6,73.3,72.9,90.2,78.5,,16.0,181,4.1,59,29,0,9,0,4,58.1,1,0
Calvin Johnson,3618,WR,15,DET,89,48,53.9,756,4,76.2,74.3,56.0,79.8,,15.8,167,3.5,49,38,6,4,1,2,78.7,2,0
Jeremy Shockey,1021,TE,14,NYG,88,57,64.8,619,3,78.8,75.5,69.9,80.4,75.1,10.9,263,4.6,29,33,5,6,0,6,68.3,3,0
Mike Furrey,726,WR,16,DET,88,61,69.3,664,1,68.6,67.1,77.7,80.6,,10.9,187,3.1,49,37,3,3,0,0,80.9,2,0
Owen Daniels,3043,TE,16,HST,87,63,72.4,768,3,71.6,74.3,64.9,19.0,66.2,12.2,218,3.5,29,46,7,2,4,5,101.1,6,0
Mark Clayton,2239,WR,16,BLT,86,48,55.8,531,0,63.2,61.2,57.0,79.3,,11.1,134,2.8,52,30,5,3,0,6,59.8,0,0
Roydell Williams,2353,WR,16,TEN,86,55,64.0,719,4,77.5,78.1,81.4,80.2,,13.1,244,4.4,48,38,2,5,0,4,81.5,0,0
Santonio Holmes,2970,WR,13,PIT,85,52,61.2,952,8,87.5,87.4,66.1,42.1,,18.3,265,5.1,83,42,3,4,1,4,111.5,1,0
David Patten,221,WR,16,NO,84,54,64.3,792,3,74.4,73.4,67.2,25.6,,14.7,255,4.7,58,38,3,3,2,4,92.0,0,0
Bryant Johnson,1333,WR,16,ARZ,83,46,55.4,528,2,67.6,67.3,55.5,78.9,74.9,11.5,92,2.0,30,33,7,3,0,2,67.7,1,0
Greg Jennings,2997,WR,13,GB,83,53,63.9,920,12,75.2,73.2,53.5,79.7,,17.4,382,7.2,82,37,6,5,1,4,116.0,1,0
Ike Hilliard,233,WR,15,TB,83,62,74.7,722,1,75.3,73.1,59.6,45.0,71.0,11.6,303,4.9,56,38,6,1,2,10,99.6,1,0
Justin Gage,1452,WR,16,TEN,83,55,66.3,750,2,79.1,78.1,67.8,40.0,,13.6,253,4.6,73,45,4,3,1,5,87.9,2,0
Laveranues Coles,638,WR,12,NYJ,83,55,66.3,646,6,84.5,84.3,67.4,79.8,,11.7,131,2.4,57,35,4,3,0,6,98.8,2,0
Andre Johnson,1319,WR,9,HST,82,60,73.2,851,8,90.1,89.3,76.7,42.9,,14.2,253,4.2,77,39,2,5,1,6,113.4,1,0
Josh Reed,1043,WR,15,BUF,82,52,63.4,578,0,69.9,69.2,65.8,80.2,,11.1,208,4.0,30,34,4,3,0,9,69.1,3,0
LaDainian Tomlinson,777,HB,16,SD,82,60,73.2,475,3,80.2,80.2,82.9,91.7,74.5,7.9,564,9.4,36,21,2,3,0,9,84.1,2,0
Michael Jenkins,1750,WR,15,ATL,81,53,65.4,532,4,65.6,66.4,47.8,79.8,19.5,10.0,197,3.7,29,31,7,6,0,4,69.6,1,0
Bobby Wade,1448,WR,16,MIN,81,55,67.9,650,3,71.8,69.3,74.0,40.2,,11.8,157,2.9,40,33,5,5,1,3,78.7,5,0
Joe Jurevicius,365,WR,16,CLV,80,50,62.5,614,3,70.4,68.2,46.6,79.7,72.7,12.3,233,4.7,50,34,7,3,0,1,83.0,4,0
Patrick Crayton,1932,WR,15,DAL,79,50,63.3,697,7,73.3,70.9,71.5,79.2,,13.9,285,5.7,59,33,3,3,1,7,105.3,1,0
Deion Branch,1072,WR,11,SEA,78,49,62.8,661,4,71.4,71.4,64.2,79.1,,13.5,206,4.2,65,30,4,3,0,3,90.8,1,0
Antwaan Randle El,1069,WR,15,WAS,77,51,66.2,728,1,81.2,81.2,74.1,80.6,,14.3,197,3.9,54,38,3,3,1,4,84.8,0,0
James Jones,3694,WR,16,GB,77,47,61.0,676,2,63.9,61.9,56.3,21.0,62.3,14.4,217,4.6,79,30,4,2,3,2,87.4,1,0
Vernon Davis,2951,TE,14,SF,77,52,67.5,509,4,64.8,65.9,67.4,40.4,62.9,9.8,153,2.9,31,31,4,3,2,13,87.0,9,0
Vincent Jackson,2278,WR,16,SD,75,41,54.7,623,3,71.6,69.2,59.3,78.3,74.1,15.2,118,2.9,45,28,4,3,0,5,78.9,5,0
Jeff King,3100,TE,16,CAR,74,46,62.2,406,2,54.3,51.5,63.4,23.9,64.5,8.8,142,3.1,29,26,5,2,3,3,74.5,7,1
Muhsin Muhammad,173,WR,16,CHI,74,40,54.1,570,3,64.0,61.7,50.0,78.0,,14.3,179,4.5,44,28,5,5,0,4,64.6,3,0
Drew Carter,1881,WR,16,CAR,73,38,52.1,517,4,69.1,67.9,51.7,78.3,,13.6,121,3.2,49,28,5,3,0,5,76.1,2,1
Bo Scaife,2396,TE,16,TEN,73,46,63.0,421,1,70.2,69.6,56.7,24.1,82.8,9.2,169,3.7,26,28,5,4,2,5,60.4,2,0
Ernest Wilford,1841,WR,16,JAX,71,45,63.4,518,3,76.8,75.3,84.7,78.8,,11.5,104,2.3,35,35,1,1,0,5,93.5,3,0
Laurent Robinson,3691,WR,15,ATL,69,37,53.6,437,1,57.7,57.4,55.4,29.1,,11.8,132,3.6,74,14,4,3,1,1,59.9,3,1
Drew Bennett,941,WR,14,STR,69,33,47.8,375,3,65.6,65.1,52.7,38.3,,11.4,101,3.1,24,24,4,10,1,0,39.5,0,0
Donte' Stallworth,1020,WR,16,NE,69,46,66.7,697,3,67.0,65.3,55.3,79.1,,15.2,324,7.0,69,27,5,1,0,8,108.2,1,0
Brandon Stokley,498,WR,13,DEN,68,40,58.8,635,5,78.7,79.4,74.0,78.2,,15.9,123,3.1,58,35,2,3,0,0,96.1,1,0
Dennis Northcutt,605,WR,15,JAX,68,44,64.7,601,4,75.4,77.6,83.9,79.7,,13.7,137,3.1,55,30,1,1,0,1,106.3,3,0
Alge Crumpler,805,TE,14,ATL,67,42,62.7,444,5,72.4,65.3,52.5,78.4,55.2,10.6,276,6.6,55,22,5,1,0,6,100.6,0,0
Frank Gore,2282,HB,15,SF,65,53,81.5,436,1,57.1,50.1,47.0,54.9,66.4,8.2,409,7.7,23,20,7,0,1,10,99.7,4,1
Ted Ginn Jr.,3625,WR,16,MIA,65,34,52.3,420,2,63.6,62.7,70.5,78.1,,12.4,178,5.2,54,18,2,3,0,1,63.6,0,0
Kenny Watson,1001,HB,16,CIN,65,52,80.0,374,0,70.9,65.7,88.7,59.0,65.6,7.2,466,9.0,43,12,1,0,1,7,90.6,1,0
Earnest Graham,1613,HB,15,TB,65,49,75.4,324,0,64.4,51.4,45.2,83.6,75.6,6.6,296,6.0,21,13,7,0,1,6,85.7,0,0
Keary Colbert,1783,WR,12,CAR,63,32,50.8,332,0,51.7,50.4,42.0,27.7,27.6,10.4,115,3.6,43,16,5,4,1,5,39.9,1,0
Zach Miller,3654,TE,16,OAK,63,44,69.8,444,3,65.1,58.7,57.8,24.4,63.2,10.1,140,3.2,28,24,5,1,2,5,98.9,2,0
Greg Olsen,3647,TE,14,CHI,63,39,61.9,391,2,74.3,76.5,53.3,78.5,59.0,10.0,158,4.1,31,19,5,1,0,1,83.5,2,0
Tony Scheffler,3006,TE,14,DEN,63,49,77.8,549,5,84.6,89.9,86.2,79.4,76.2,11.2,211,4.3,41,28,1,2,0,8,116.2,0,0
Brad Smith,3048,WR,16,NYJ,63,32,50.8,325,2,57.2,54.3,35.4,79.9,,10.2,133,4.2,29,15,6,6,0,3,36.9,0,0
Desmond Clark,529,TE,16,CHI,62,44,71.0,545,4,65.2,60.4,54.1,31.8,73.7,12.4,202,4.6,52,24,4,1,1,5,112.6,5,0
Randy McMichael,1114,TE,16,STR,62,39,62.9,429,3,67.7,61.2,42.9,78.1,82.1,11.0,161,4.1,29,28,6,2,0,2,86.0,3,0
Donald Lee,1465,TE,15,GB,61,48,78.7,575,6,79.2,76.7,70.9,36.4,87.8,12.0,286,6.0,60,30,3,0,1,7,138.7,4,1
Adrian Peterson,1177,HB,16,CHI,61,51,83.6,426,0,63.3,81.8,74.0,63.6,78.4,8.4,450,8.8,30,15,3,0,0,10,95.8,0,0
Eric Johnson,929,TE,14,NO,60,48,80.0,378,2,58.1,55.6,57.9,36.3,67.3,7.9,151,3.1,22,19,5,2,1,7,90.1,3,0
Chris Chambers,821,WR,6,MIA,60,31,51.7,415,0,81.4,81.1,74.8,81.7,,13.4,94,3.0,28,20,3,4,0,0,46.2,5,0
Andre' Davis,1054,WR,14,HST,60,34,56.7,585,3,68.5,67.3,56.4,29.1,,17.2,97,2.9,53,19,4,4,1,0,78.8,0,0
Chris Baker,1091,TE,15,NYJ,60,41,68.3,410,3,74.3,69.6,66.5,30.0,66.7,10.0,153,3.7,22,29,3,0,1,5,104.2,2,0
Derek Hagan,3027,WR,16,MIA,59,29,49.2,373,2,63.4,61.9,59.9,76.8,,12.9,62,2.1,22,21,3,1,0,0,73.6,2,0
Heath Miller,2247,TE,16,PIT,59,47,79.7,566,7,87.1,82.3,85.6,79.0,69.9,12.0,230,4.9,29,31,1,1,0,4,139.1,6,0
Chris Chambers,821,WR,10,SD,58,35,60.3,565,4,81.4,81.1,74.8,81.7,,16.1,80,2.3,44,26,1,2,1,3,101.6,5,0
Reggie Williams,1730,WR,15,JAX,57,38,66.7,630,10,74.4,73.6,73.3,19.5,,16.6,217,5.7,80,30,3,0,3,2,143.3,5,0
Robert Ferguson,811,WR,15,MIN,57,32,56.1,391,1,66.3,64.2,69.0,76.8,,12.2,117,3.7,71,19,3,4,0,3,54.1,0,0
Roscoe Parrish,2272,WR,16,BUF,56,35,62.5,352,1,66.3,65.5,62.3,78.0,65.8,10.1,131,3.7,47,19,2,2,0,7,71.4,2,0
Clinton Portis,1058,HB,16,WAS,56,47,83.9,389,0,60.6,70.4,63.2,52.7,78.1,8.3,477,10.1,54,19,4,1,0,8,88.2,1,0
Kevin Faulk,470,HB,16,NE,56,47,83.9,383,1,71.7,67.2,77.4,63.7,72.9,8.1,343,7.3,23,20,2,0,1,5,101.1,1,0
Jeff Webb,3135,WR,16,KC,55,28,50.9,313,1,59.0,57.4,56.3,27.0,,11.2,60,2.1,32,13,4,2,1,2,59.1,2,0
Warrick Dunn,236,HB,16,ATL,54,37,68.5,238,0,53.3,37.4,32.8,71.9,73.0,6.4,257,6.9,35,5,7,0,0,5,77.5,2,0
Marcedes Lewis,2973,TE,16,JAX,54,37,68.5,391,2,74.7,68.8,55.9,77.7,72.5,10.6,120,3.2,25,22,4,2,0,6,86.3,5,0
Nate Washington,2832,WR,16,PIT,53,29,54.7,450,5,64.6,64.8,47.7,76.6,46.8,15.5,85,2.9,40,21,4,3,0,1,90.9,1,0
Marion Barber III,2326,HB,16,DAL,52,44,84.6,282,2,90.1,64.7,77.3,61.8,82.6,6.4,270,6.1,29,16,2,0,2,8,102.1,0,0
Anthony Gonzalez,3648,WR,13,IND,51,37,72.5,576,3,78.2,77.7,48.4,77.7,,15.6,177,4.8,57,27,5,0,0,4,129.2,1,0
Maurice Jones-Drew,3005,HB,15,JAX,50,40,80.0,407,0,79.0,73.4,66.9,64.7,79.0,10.2,394,9.9,43,23,3,0,1,9,100.6,0,0
Leon Washington,3062,HB,16,NYJ,49,36,73.5,213,0,71.4,57.7,47.2,64.1,90.3,5.9,226,6.3,18,15,5,0,0,4,81.4,0,0
David Martin,916,TE,15,MIA,49,35,71.4,303,2,58.1,57.7,72.0,77.6,50.0,8.7,93,2.7,28,16,2,2,0,0,84.0,1,0
Sidney Rice,3660,WR,13,MIN,49,31,63.3,396,4,82.4,79.1,68.2,76.8,,12.8,83,2.7,60,24,2,1,0,1,107.2,0,0
Matt Jones,2238,WR,12,JAX,49,24,49.0,317,4,72.1,72.8,31.9,75.3,,13.2,83,3.5,48,15,5,1,0,2,88.6,2,0
Javon Walker,1027,WR,8,DEN,49,26,53.1,287,0,64.3,65.7,55.3,76.5,62.4,11.0,109,4.2,24,10,3,3,0,4,45.2,2,1
Willis McGahee,1339,HB,15,BLT,48,43,89.6,231,1,70.7,77.4,75.5,68.3,84.8,5.4,320,7.4,30,10,2,1,0,11,85.0,0,0
Benjamin Watson,1753,TE,12,NE,48,36,75.0,389,6,72.3,71.2,48.3,42.7,67.3,10.8,111,3.1,35,21,5,0,1,2,137.9,3,0
Steven Jackson,1745,HB,12,STR,48,38,79.2,271,1,69.8,48.6,57.3,39.1,75.0,7.1,305,8.0,37,13,3,0,2,8,97.1,0,0
Leonard Weaver,2835,FB,16,SEA,48,39,81.3,313,0,69.8,59.6,56.7,83.2,82.3,8.0,342,8.8,46,15,4,0,0,8,93.8,2,0
Joe Horn,199,WR,12,ATL,47,27,57.4,243,1,60.3,59.2,66.6,76.3,,9.0,61,2.3,26,17,2,2,0,0,60.9,1,0
Lance Moore,2718,WR,16,NO,47,32,68.1,302,2,63.8,64.3,69.0,77.3,,9.4,63,2.0,22,22,3,3,0,0,73.2,2,0
Quinn Sypniewski,3111,TE,15,BLT,47,34,72.3,246,1,64.9,60.8,71.6,28.9,62.7,7.2,103,3.0,13,16,3,1,1,1,82.4,6,0
Eric Moulds,165,WR,16,TEN,47,32,68.1,342,0,62.8,61.3,69.8,77.0,,10.7,110,3.4,46,21,2,2,0,2,71.4,0,0
Demetrius Williams,3056,WR,9,BLT,46,20,43.5,290,0,66.4,65.7,70.5,74.4,,14.5,37,1.9,34,16,2,1,0,1,55.5,0,0
Jabar Gaffney,1040,WR,16,NE,46,36,78.3,449,5,71.8,71.4,72.2,77.6,84.7,12.5,125,3.5,56,20,2,0,0,4,143.6,0,0
Ronnie Brown,2219,HB,7,MIA,45,39,86.7,389,1,89.0,90.1,73.3,90.0,76.7,10.0,386,9.9,43,18,2,0,0,12,110.1,0,0
Devery Henderson,1771,WR,16,NO,45,20,44.4,409,3,52.5,52.2,25.3,75.1,,20.5,78,3.9,54,16,10,4,0,1,62.2,2,0
D.J. Hackett,1876,WR,6,SEA,45,32,71.1,384,3,72.3,70.5,88.3,76.8,,12.0,149,4.7,59,16,0,1,0,0,109.9,0,0
Kris Wilson,1782,FB,16,KC,45,24,53.3,180,1,43.5,36.5,33.4,20.2,71.6,7.5,119,5.0,31,8,5,2,2,3,52.1,2,0
Alex Smith,2288,TE,14,TB,43,32,74.4,385,3,65.9,64.3,51.1,76.9,54.9,12.0,148,4.6,33,20,3,1,0,5,115.0,2,0
Joseph Addai,2975,HB,15,IND,43,40,93.0,359,3,81.2,75.1,83.0,91.3,70.8,9.0,341,8.5,73,15,1,0,0,7,124.7,0,0
Selvin Young,4109,HB,15,DEN,41,35,85.4,234,0,69.6,48.2,45.7,65.1,73.1,6.7,278,7.9,24,12,5,1,1,6,80.3,2,1
Justin Peelle,1104,TE,16,MIA,41,29,70.7,228,2,65.6,59.9,58.0,76.5,59.0,7.9,158,5.4,35,12,3,0,0,4,100.5,2,1
Kevin Jones,1751,HB,13,DET,41,32,78.0,197,0,70.6,56.1,53.1,66.4,70.5,6.2,210,6.6,16,6,5,1,0,7,76.5,1,1
L.J. Smith,1376,TE,10,PHI,41,22,53.7,236,1,55.2,52.6,49.5,25.2,71.4,10.7,71,3.2,26,12,4,1,1,1,68.8,2,0
Delanie Walker,3120,TE,16,SF,41,21,51.2,174,1,55.6,54.4,50.6,75.1,84.3,8.3,116,5.5,26,8,3,0,0,3,70.6,6,0
Justin McCareins,872,WR,16,NYJ,40,19,47.5,232,0,53.8,52.3,29.8,74.1,,12.2,42,2.2,51,13,4,2,0,4,45.0,1,0
Chester Taylor,1182,HB,14,MIN,39,29,74.4,285,0,70.2,57.3,51.6,27.7,71.6,9.8,280,9.7,50,12,5,0,0,2,94.5,1,0
Billy Miller,534,TE,16,NO,39,27,69.2,328,2,79.2,84.7,87.0,76.0,59.6,12.1,185,6.9,57,20,0,1,0,3,101.2,4,0
Derrick Ward,1949,HB,8,NYG,39,26,66.7,179,1,65.7,48.6,35.9,54.7,90.9,6.9,194,7.5,17,7,5,1,0,5,74.6,0,0
Aaron Stecker,572,HB,15,NO,38,36,94.7,211,0,64.3,75.4,81.8,60.8,66.4,5.9,232,6.4,26,11,1,0,0,3,89.8,0,0
