player,player_id,position,player_game_count,team_name,run_plays,attempts,yards,ypa,touchdowns,grades_offense,grades_run,grades_hands_fumble,grades_run_block,yards_after_contact,yco_attempt,longest,first_downs,avoided_tackles,fumbles,penalties,declined_penalties
Gartrell Johnson,5058,HB,6,ATL,18,10,36,3.6,0,51.4,62.2,22.5,57.4,40,4.0,23,2,0,0,0,0
Quinton Ganther,3191,HB,4,BUF,10,9,18,2.0,0,51.1,52.1,73.9,49.0,18,2.0,11,1,0,0,1,0
Jonathan Dwyer,5711,HB,1,PIT,9,9,28,3.1,0,56.1,57.6,72.7,,26,2.9,7,0,0,0,0,0
Charlie Whitehurst,3026,QB,6,SEA,77,9,-5,-0.6,0,55.7,44.9,87.0,60.0,1,0.1,2,1,0,0,0,0
Kerry Collins,115,QB,9,TEN,186,9,-18,-2.0,0,68.0,27.5,59.7,60.2,0,0.0,2,1,0,2,2,0
Brian Hoyer,5277,QB,5,NE,42,9,-9,-1.0,0,60.6,53.5,77.2,60.0,0,0.0,0,0,0,0,1,0
Chad Hall,5523,WR,6,PHI,52,9,29,3.2,0,66.0,61.3,75.7,69.5,14,1.6,8,3,0,0,0,0
Bruce Gradkowski,3139,QB,6,OAK,98,8,2,0.3,0,57.2,48.3,45.4,60.3,2,0.3,5,1,0,0,3,0
Kyle Orton,2323,QB,13,DEN,285,8,-2,-0.3,0,68.2,33.8,85.9,62.0,0,0.0,2,3,0,0,7,0
Rock Cartwright,1211,HB,5,OAK,18,8,20,2.5,0,49.7,61.2,72.5,75.7,15,1.9,10,1,0,0,0,0
Brian Leonard,3668,HB,7,CIN,11,8,19,2.4,0,58.3,45.6,77.0,59.1,9,1.1,6,3,0,0,1,0
Troy Smith,3790,QB,6,SF,159,8,7,0.9,1,71.6,34.5,28.5,60.0,2,0.3,10,2,0,1,2,0
Kevin Faulk,470,HB,2,NE,8,8,45,5.6,0,63.4,60.0,74.1,,15,1.9,11,1,0,0,0,0
Kevin Kolb,3652,QB,7,PHI,136,8,0,0.0,0,54.1,64.7,48.1,60.9,3,0.4,3,2,0,0,1,0
John Conner,5662,FB,14,NYJ,101,8,44,5.5,1,50.6,48.1,72.9,60.0,29,3.6,16,2,2,0,1,0
Ryan Grant,2609,HB,1,GB,8,8,45,5.6,0,48.4,52.1,72.1,,21,2.6,18,2,0,0,0,0
Miles Austin,3211,WR,16,DAL,353,7,93,13.3,1,68.1,68.1,82.3,70.3,62,8.9,60,3,2,0,7,0
Danny Amendola,4717,WR,16,STR,191,7,81,11.6,0,72.0,68.3,57.3,72.3,14,2.0,30,4,0,0,3,0
Jake Delhomme,303,QB,5,CLV,108,7,-3,-0.4,0,53.0,28.8,55.3,60.8,1,0.1,2,1,0,1,2,0
Tyler Thigpen,3833,QB,4,MIA,30,7,19,2.7,0,68.8,71.1,84.1,60.3,7,1.0,9,2,1,0,0,0
Nate Burleson,1386,WR,14,DET,303,7,81,11.6,0,65.8,77.4,26.8,71.0,46,6.6,25,5,3,0,3,0
Devin Hester,3002,WR,16,CHI,177,7,30,4.3,0,61.5,77.7,79.4,62.8,18,2.6,11,2,1,0,3,0
Tony Fiammetta,5052,FB,14,CAR,194,7,22,3.1,0,70.1,62.6,73.3,72.1,10,1.4,11,4,1,0,0,0
Shaun Hill,1255,QB,11,DET,215,6,-2,-0.3,0,80.8,62.1,88.1,60.3,1,0.2,3,2,0,2,3,0
Jason Wright,2212,HB,10,ARZ,23,6,28,4.7,0,61.9,70.2,74.0,55.5,16,2.7,10,3,0,0,0,0
Mike Karney,1875,FB,12,STR,115,6,12,2.0,0,47.8,50.4,72.8,53.3,9,1.5,4,3,0,0,1,0
Thomas Clayton,3802,HB,1,NE,8,6,17,2.8,0,66.7,65.8,71.4,59.8,11,1.8,5,1,0,0,0,0
Billy Volek,768,QB,3,SD,22,6,-5,-0.8,0,57.9,56.4,71.2,60.0,0,0.0,0,0,0,0,0,0
Jimmy Clausen,5573,QB,12,CAR,276,6,-13,-2.2,0,60.6,41.0,87.2,60.2,0,0.0,0,0,0,6,2,0
Eddie Royal,4356,WR,16,DEN,140,6,61,10.2,0,70.5,62.3,29.1,89.0,21,3.5,20,4,0,1,3,2
Arrelious Benn,5564,WR,15,TB,174,6,35,5.8,0,81.0,71.3,28.0,90.1,20,3.3,17,2,1,0,1,0
Lawrence Vickers,3125,FB,16,CLV,252,5,11,2.2,0,56.8,61.9,71.8,71.8,8,1.6,3,2,2,0,2,1
Larry Johnson,1343,HB,2,WAS,5,5,2,0.4,0,53.8,54.4,70.6,,10,2.0,7,0,1,0,0,0
Charlie Batch,367,QB,3,PIT,80,5,-1,-0.2,0,52.6,37.0,25.6,60.0,1,0.2,2,1,0,2,1,0
Donte' Stallworth,1020,WR,8,BLT,35,5,45,9.0,0,63.2,45.2,18.6,59.4,16,3.2,19,3,0,1,0,0
Tim Castille,3906,FB,10,KC,150,5,3,0.6,0,59.8,52.3,73.9,56.4,6,1.2,3,0,0,0,1,0
Tony Richardson,110,FB,16,NYJ,229,5,13,2.6,0,64.9,61.7,72.6,64.5,7,1.4,4,3,1,0,1,0
Mike Wallace,5007,WR,16,PIT,397,5,39,7.8,0,79.5,69.3,81.2,60.9,12,2.4,19,2,1,0,0,0
Kyle Boller,1335,QB,5,OAK,18,5,10,2.0,0,37.6,52.8,73.0,60.0,1,0.2,15,1,0,0,0,0
Brandon Tate,5006,WR,16,NE,177,5,62,12.4,0,60.5,70.4,27.5,61.9,24,4.8,22,3,3,0,1,0
Chris Gronkowski,5926,FB,14,DAL,204,5,17,3.4,0,80.4,73.0,72.9,84.6,9,1.8,8,2,1,0,0,0
Santana Moss,786,WR,16,WAS,295,5,-6,-1.2,0,76.0,51.3,27.2,75.0,11,2.2,7,0,1,0,2,0
Trent Edwards,3708,QB,3,JAX,49,4,7,1.8,0,52.0,43.6,87.0,60.0,0,0.0,2,4,0,0,1,0
Jerricho Cotchery,1829,WR,14,NYJ,292,4,-3,-0.8,0,60.1,47.2,79.0,75.7,13,3.3,4,0,0,0,0,0
Matt Flynn,4523,QB,6,GB,63,4,-3,-0.8,0,56.4,58.8,84.1,60.0,2,0.5,3,1,0,0,0,0
Darrius Heyward-Bey,4930,WR,15,OAK,307,4,48,12.0,0,53.0,51.4,27.7,72.0,15,3.8,30,2,0,1,2,1
Darrel Young,5438,FB,2,WAS,4,4,19,4.8,0,50.2,52.4,69.4,,3,0.8,16,1,0,0,0,0
Kareem Huggins,5414,HB,3,TB,6,4,11,2.8,0,64.3,58.2,69.4,60.0,7,1.8,7,0,0,0,0,0
Robert Meachem,3643,WR,16,NO,210,4,14,3.5,0,72.9,66.2,79.3,66.7,11,2.8,8,1,0,0,0,0
Michael Sellers,432,FB,16,WAS,167,4,2,0.5,0,60.6,57.6,76.0,66.3,5,1.3,1,1,0,0,0,0
Seneca Wallace,1422,QB,8,CLV,104,4,-1,-0.3,0,66.2,51.1,86.4,63.6,0,0.0,2,1,0,1,1,0
Corey McIntyre,1278,FB,16,BUF,171,4,5,1.3,1,60.7,63.1,19.2,73.2,4,1.0,2,3,1,0,2,0
James Davis,5119,HB,1,CLV,4,4,9,2.3,0,46.7,52.0,77.5,,10,2.5,4,0,1,0,0,0
Calvin Johnson,3618,WR,15,DET,335,4,32,8.0,0,83.2,59.0,54.2,73.0,10,2.5,15,2,1,0,1,0
Roscoe Parrish,2272,WR,8,BUF,124,4,30,7.5,0,65.7,59.1,78.1,67.7,9,2.3,13,2,0,0,1,1
Garrett Wolfe,3709,HB,1,CHI,4,4,8,2.0,0,54.2,55.6,68.6,,5,1.3,7,0,0,0,0,0
Patrick Cobbs,3272,HB,7,MIA,11,3,-1,-0.3,0,68.8,47.1,72.5,69.6,5,1.7,4,0,0,0,0,0
Steve Breaston,3758,WR,13,ARZ,176,3,35,11.7,0,65.6,63.5,79.7,74.9,4,1.3,17,2,2,0,4,0
Legedu Naanee,3788,WR,10,SD,190,3,-2,-0.7,0,67.6,62.6,26.8,74.0,3,1.0,5,0,0,0,2,0
Chansi Stuckey,3851,WR,14,CLV,88,3,9,3.0,1,61.9,58.9,23.8,63.7,6,2.0,11,1,0,0,1,0
Delanie Walker,3120,TE,13,SF,161,3,18,6.0,0,69.5,63.9,28.1,73.9,20,6.7,10,1,4,0,3,0
Tarvaris Jackson,3009,QB,2,MIN,55,3,-24,-8.0,0,54.4,51.4,46.5,60.0,2,0.7,2,1,0,1,0,0
Spencer Larsen,4497,FB,11,DEN,112,3,18,6.0,0,62.5,57.2,70.9,63.2,16,5.3,14,3,1,0,1,0
Devery Henderson,1771,WR,16,NO,179,3,8,2.7,0,59.3,58.0,77.9,75.1,6,2.0,9,1,3,0,0,0
Jeremy Maclin,4942,WR,15,PHI,294,3,36,12.0,0,70.2,72.2,50.7,71.0,11,3.7,14,3,1,0,1,1
Tony Romo,1693,QB,6,DAL,123,3,3,1.0,0,92.4,58.2,90.3,60.5,0,0.0,5,1,0,0,3,1
Brandon Gibson,5118,WR,14,STR,302,3,28,9.3,0,67.0,67.6,80.2,61.6,9,3.0,14,2,0,0,3,0
Josh Vaughan,5289,HB,1,CAR,5,3,7,2.3,1,56.4,63.2,67.2,60.0,4,1.3,6,1,0,0,0,0
Moran Norris,865,FB,16,SF,187,3,0,0.0,0,53.7,52.5,70.3,64.2,2,0.7,1,0,0,0,0,0
Sage Rosenfels,863,QB,1,NYG,19,3,-3,-1.0,0,53.7,53.4,67.2,60.0,0,0.0,0,0,0,0,0,0
Aaron Hernandez,5637,TE,14,NE,160,3,47,15.7,0,69.8,80.9,79.5,65.9,19,6.3,18,3,3,0,3,0
David Gettis,5721,WR,15,CAR,237,3,2,0.7,0,64.4,55.4,78.3,80.3,1,0.3,19,1,2,0,3,0
Joe Webb III,5722,QB,5,MIN,55,3,6,2.0,0,49.8,68.1,60.3,60.6,11,3.7,6,1,1,0,1,0
Donald Jones,6000,WR,7,BUF,102,3,1,0.3,0,61.4,59.0,75.1,74.0,5,1.7,2,0,2,0,0,0
Golden Tate,5585,WR,11,SEA,79,2,4,2.0,0,66.0,54.5,75.6,77.5,6,3.0,3,0,1,0,1,0
Derek Anderson,2430,QB,12,ARZ,157,2,0,0.0,0,48.3,54.0,72.6,60.0,0,0.0,0,0,0,0,5,0
Harry Douglas,4398,WR,14,ATL,107,2,-5,-2.5,0,55.1,58.0,76.0,77.5,0,0.0,0,0,2,0,0,0
Brandon Banks,6053,WR,6,WAS,8,2,6,3.0,0,61.4,54.0,69.0,60.5,2,1.0,3,0,0,0,0,0
Dennis Dixon,4470,QB,2,PIT,36,2,3,1.5,0,41.3,30.0,21.9,60.0,3,1.5,7,0,0,1,0,0
Earl Bennett,4384,WR,14,CHI,158,2,9,4.5,0,76.2,67.8,48.7,74.2,9,4.5,5,1,1,0,0,0
Ben Obomanu,3194,WR,14,SEA,163,2,17,8.5,0,74.0,59.8,77.6,72.2,25,12.5,13,1,1,0,0,0
Jacoby Jones,3689,WR,15,HST,169,2,7,3.5,0,64.1,59.7,51.8,70.8,0,0.0,10,1,0,0,2,1
Andre Brown,5053,HB,1,DEN,2,2,-1,-0.5,0,56.7,57.7,65.2,,1,0.5,0,0,0,0,0,0
Josh Morgan,4488,WR,16,SF,294,2,17,8.5,0,64.5,68.1,78.9,66.3,12,6.0,13,2,2,0,4,0
Deon Butler,5014,WR,13,SEA,178,2,6,3.0,0,60.4,54.6,78.0,65.9,1,0.5,4,0,0,0,1,0
Pierre Garcon,4519,WR,14,IND,316,2,6,3.0,0,64.6,63.5,81.2,70.5,8,4.0,11,1,1,0,3,1
Zach Miller,5104,TE,15,JAX,118,2,16,8.0,0,67.2,72.4,75.1,66.8,14,7.0,8,0,1,0,0,0
Santonio Holmes,2970,WR,12,NYJ,190,2,17,8.5,0,78.1,28.1,52.7,65.5,2,1.0,14,1,0,1,3,1
Cedric Peerman,5109,HB,2,CIN,2,2,1,0.5,0,60.2,52.8,66.7,60.0,5,2.5,1,0,1,0,0,0
Curtis Brinkley,5514,HB,2,SD,6,2,11,5.5,0,65.2,64.2,65.2,58.1,5,2.5,9,1,0,0,0,0
Ted Ginn Jr.,3625,WR,12,SF,77,2,13,6.5,0,46.1,55.1,73.0,60.7,4,2.0,9,0,0,0,1,0
Josh Johnson,4474,QB,5,TB,10,2,21,10.5,0,65.7,57.6,76.3,60.0,11,5.5,14,2,0,0,0,0
Brian Hartline,5031,WR,12,MIA,191,2,27,13.5,0,69.7,69.4,34.4,69.9,17,8.5,30,1,2,1,0,0
Anquan Boldin,1369,WR,16,BLT,419,2,2,1.0,0,72.6,50.7,47.4,68.0,6,3.0,3,0,0,0,4,1
Devin Moore,5043,HB,1,IND,2,2,-1,-0.5,0,36.0,43.8,17.2,,2,1.0,1,0,0,1,0,0
Demaryius Thomas,5547,WR,10,DEN,54,2,1,0.5,0,79.2,29.3,25.9,83.9,5,2.5,1,0,0,1,2,0
Jeff Dugan,1936,TE,16,MIN,132,2,2,1.0,0,63.2,62.2,69.4,71.1,1,0.5,2,1,1,0,0,0
Andre Johnson,1319,WR,13,HST,290,2,10,5.0,0,84.9,50.7,63.6,88.8,5,2.5,7,0,0,0,4,0
Heath Evans,843,FB,16,NO,199,2,2,1.0,0,52.9,57.6,71.1,58.7,1,0.5,2,0,2,0,1,0
Julian Edelman,5156,WR,15,NE,94,2,14,7.0,0,56.2,66.7,71.1,82.7,6,3.0,13,1,0,0,0,0
Greg Jones II,1776,FB,16,JAX,342,2,4,2.0,0,76.7,53.2,73.2,81.8,2,1.0,3,0,1,0,1,0
Michael Bennett,797,HB,2,OAK,4,2,11,5.5,0,56.3,54.3,67.8,60.0,7,3.5,6,0,0,0,0,0
Laurent Robinson,3691,WR,14,STR,260,2,-14,-7.0,0,58.1,54.5,77.8,64.8,-2,-1.0,0,0,0,0,2,0
Jerious Norwood,3024,HB,1,ATL,2,2,8,4.0,0,41.9,59.2,66.7,,6,3.0,6,1,0,0,0,0
Brandon Marshall,3064,WR,14,MIA,293,2,3,1.5,0,77.1,59.8,63.4,84.9,6,3.0,4,0,1,0,5,1
Damian Williams,5601,WR,12,TEN,64,1,5,5.0,0,69.6,56.5,74.0,66.1,3,3.0,5,0,0,0,0,0
Brandon LaFell,5602,WR,14,CAR,154,1,60,60.0,0,64.5,81.8,43.4,74.1,38,38.0,60,1,3,0,3,0
Jimmy Graham,5619,TE,10,NO,60,1,3,3.0,0,76.3,62.4,39.4,59.8,9,9.0,3,1,1,0,1,0
Tyler Palko,4031,QB,2,KC,8,1,-1,-1.0,0,47.4,54.7,72.1,60.0,0,0.0,0,0,0,0,0,0
Marques Colston,3197,WR,15,NO,222,1,1,1.0,0,75.2,59.9,82.5,69.7,0,0.0,1,0,1,0,1,0
John Skelton,5678,QB,5,ARZ,83,1,-14,-14.0,0,63.3,90.2,72.0,60.0,0,0.0,0,0,0,0,1,0
David Reed,5679,WR,2,BLT,7,1,15,15.0,0,61.4,63.2,61.9,59.7,6,6.0,15,1,0,0,0,0
Chris Redman,635,QB,2,ATL,11,1,-1,-1.0,0,57.1,59.8,70.6,60.0,0,0.0,0,0,0,0,0,0
Carlton Mitchell,5700,WR,2,CLV,9,1,9,9.0,0,64.6,63.2,61.9,60.1,3,3.0,9,0,0,0,0,0
Ahmard Hall,3336,FB,16,TEN,178,1,1,1.0,0,37.4,56.8,73.5,36.7,1,1.0,1,1,2,0,0,0
Thomas Clayton,3802,HB,1,CLV,1,1,0,0.0,0,66.7,65.8,71.4,59.8,0,0.0,0,0,0,0,0,0
Dante Rosario,3771,TE,16,CAR,197,1,-2,-2.0,0,57.5,60.0,77.2,68.5,0,0.0,0,0,0,0,2,0
Dwayne Bowe,3639,WR,16,KC,400,1,4,4.0,0,79.5,56.7,81.8,84.3,2,2.0,4,0,0,0,5,2
Hines Ward,380,WR,16,PIT,292,1,-2,-2.0,0,72.6,59.8,26.2,90.3,2,2.0,0,0,0,0,2,0
Naufahu Tahi,3526,FB,15,MIN,143,1,1,1.0,0,54.4,57.3,70.3,54.4,0,0.0,1,1,0,0,1,0
Jehuu Caulcrick,4703,HB,1,BUF,1,1,2,2.0,0,67.0,62.4,61.9,,2,2.0,2,1,0,0,0,0
Kregg Lumpkin,4714,HB,1,TB,2,1,0,0.0,0,90.8,59.5,64.6,60.0,0,0.0,0,0,0,0,0,0
Davone Bess,4694,WR,16,MIA,190,1,0,0.0,0,77.8,59.9,82.3,69.0,7,7.0,0,0,1,0,2,0
Caleb Hanie,4674,QB,1,CHI,19,1,-1,-1.0,0,71.4,59.8,72.1,60.0,0,0.0,0,0,0,0,0,0
Bernard Berrian,1799,WR,14,MIN,195,1,-8,-8.0,0,54.5,56.7,76.4,67.3,1,1.0,0,0,2,0,2,0
Matthew Stafford,4924,QB,3,DET,61,1,1,1.0,1,81.8,70.9,85.9,60.0,0,0.0,1,1,0,1,0,0
Naaman Roosevelt,5799,WR,4,BUF,26,1,3,3.0,0,69.0,56.7,71.3,58.9,0,0.0,3,0,0,0,0,0
Braylon Edwards,2220,WR,16,NYJ,361,1,4,4.0,0,69.1,59.9,40.2,70.6,3,3.0,4,0,1,0,8,2
Shaun Smith,1702,DI,16,KC,231,1,1,1.0,1,77.5,62.4,61.9,69.7,1,1.0,1,1,0,0,2,1
Benjamin Watson,1753,TE,16,CLV,384,1,-1,-1.0,0,76.6,43.3,81.4,79.3,0,0.0,0,0,3,0,4,0
Todd Bouman,299,QB,1,JAX,21,1,2,2.0,0,49.6,52.9,79.1,60.0,1,1.0,2,1,0,0,0,0
Brandon Lloyd,1436,WR,16,DEN,226,1,-18,-18.0,0,90.7,56.7,81.9,68.7,-4,-4.0,0,0,0,0,1,0
Mike Williams,2227,WR,14,SEA,201,1,0,0.0,0,79.8,56.8,80.9,59.5,2,2.0,0,0,0,0,0,0
Mohamed Massaquoi,4973,WR,15,CLV,273,1,-3,-3.0,0,62.4,67.0,29.4,66.8,1,1.0,0,0,2,0,2,1
Kevin Curtis,1389,WR,2,MIA,11,1,6,6.0,0,51.8,63.1,64.6,60.5,3,3.0,6,0,0,0,0,0
Mark Clayton,2239,WR,4,STR,92,1,6,6.0,0,68.8,56.7,75.4,65.3,1,1.0,6,0,0,0,1,0
Stephen McGee,5024,QB,2,DAL,46,1,-1,-1.0,0,58.4,65.8,40.1,60.9,0,0.0,0,0,0,0,1,0
Louis Murphy,5048,WR,14,OAK,252,1,43,43.0,0,60.9,62.8,27.1,68.5,1,1.0,43,1,0,0,3,0
Roddy White,2244,WR,16,ATL,318,1,3,3.0,0,82.7,56.7,62.2,64.6,3,3.0,3,0,0,0,5,0
Johnny Knox,5064,WR,16,CHI,295,1,2,2.0,0,71.8,59.9,79.5,69.8,1,1.0,2,0,0,0,0,0
Vincent Jackson,2278,WR,4,SD,97,1,14,14.0,0,81.4,62.4,73.5,77.8,3,3.0,14,1,0,1,0,0
Rex Grossman,1338,QB,3,WAS,57,1,-1,-1.0,0,64.7,43.7,29.8,60.3,0,0.0,0,0,0,0,3,0
Max Hall,5878,QB,6,ARZ,63,1,-5,-5.0,0,29.5,59.9,30.2,60.0,0,0.0,0,0,0,0,1,0
Andre Caldwell,4411,WR,14,CIN,161,1,-2,-2.0,0,65.9,59.9,75.8,84.1,0,0.0,0,0,2,0,3,2
Mario Manningham,4409,WR,16,NYG,235,1,2,2.0,0,73.4,56.7,44.0,61.7,0,0.0,2,0,1,0,4,0
Sammie Stroughter,5157,WR,12,TB,79,1,2,2.0,0,60.4,54.5,76.0,73.6,0,0.0,2,1,1,0,0,0
Early Doucet,4395,WR,10,ARZ,76,1,3,3.0,0,53.4,61.1,76.2,66.7,1,1.0,3,1,0,0,1,0
Marlon Moore,5887,WR,8,MIA,48,1,16,16.0,0,53.5,72.5,70.6,69.2,12,12.0,16,1,0,0,0,0
Chris Pressley,5347,FB,4,CIN,62,1,0,0.0,0,50.5,59.5,64.6,55.3,1,1.0,0,0,0,0,0,0
Antwaan Randle El,1069,WR,13,PIT,58,1,2,2.0,0,60.2,59.9,75.5,48.5,1,1.0,2,0,0,0,0,0
Nate Washington,2832,WR,16,TEN,300,1,-8,-8.0,0,68.3,59.9,78.5,80.9,0,0.0,0,0,1,0,3,1
Leonard Weaver,2835,HB,1,PHI,5,1,0,0.0,0,58.0,59.9,61.9,59.7,0,0.0,0,0,0,0,0,0
Antone Smith,5440,HB,5,ATL,7,1,-3,-3.0,0,45.9,56.7,61.9,58.1,0,0.0,0,0,0,0,0,0
Kellen Clemens,2994,QB,1,NYJ,14,1,-1,-1.0,0,73.8,65.7,67.4,60.0,0,0.0,0,0,0,0,0,0
Jerome Simpson,4360,WR,3,CIN,78,1,2,2.0,0,82.5,59.9,19.7,57.3,2,2.0,2,0,1,0,0,0
Yamon Figurs,3690,WR,1,CLV,2,1,-4,-4.0,0,65.8,53.9,66.2,60.0,0,0.0,0,0,0,0,0,0
Preston Parker,5950,WR,4,TB,15,1,7,7.0,0,53.9,56.7,68.3,70.4,2,2.0,7,0,0,0,1,0
Dez Bryant,5549,WR,12,DAL,79,1,0,0.0,0,72.9,56.9,48.6,66.6,2,2.0,0,0,0,1,3,0
Steve Smith,837,WR,14,CAR,307,1,9,9.0,0,61.6,62.8,24.5,70.7,1,1.0,9,1,0,0,4,0
Greg Jennings,2997,WR,16,GB,237,1,-1,-1.0,0,75.0,56.7,81.9,66.7,2,2.0,0,0,0,0,0,0
