player,player_id,position,player_game_count,team_name,route_snaps,targets,target_percent,slot_snaps,slot_snap_percent,slot_targets,slot_target_percent,slot_receptions,slot_drops,slot_yards,slot_yprr,slot_touchdowns,slot_drop_rate,slot_catch_rate
Fred Jackson,3368,HB,8,BUF,78,28,35.9,3,3.8,2,66.7,2,0,19,6.33,0,0.0,100.0
Moran Norris,865,FB,15,SF,48,10,20.8,3,6.3,1,33.3,1,0,11,3.67,0,0.0,100.0
Sammy Morris,678,HB,6,NE,64,7,10.9,2,3.1,1,50.0,1,0,5,2.50,0,0.0,100.0
Frank Gore,2282,HB,15,SF,264,65,24.6,19,7.2,3,15.8,3,0,14,0.74,0,0.0,100.0
Alex Smith,2288,TE,14,TB,310,42,13.5,41,13.2,3,7.3,3,0,49,1.20,0,0.0,100.0
Chad Lucas,2109,WR,2,TB,27,5,18.5,5,18.5,1,20.0,1,0,5,1.00,0,0.0,100.0
Michael Robinson,3045,HB,10,SF,52,13,25.0,7,13.5,1,14.3,1,0,4,0.57,0,0.0,100.0
Earnest Graham,1613,HB,15,TB,278,63,22.7,6,2.2,1,16.7,1,0,5,0.83,0,0.0,100.0
B.J. Askew,1400,FB,13,TB,114,19,16.7,4,3.5,2,50.0,2,0,21,5.25,0,0.0,100.0
Michael Bennett,797,HB,7,TB,39,9,23.1,6,15.4,3,50.0,3,0,42,7.00,1,0.0,100.0
Jason Hill,3692,WR,4,SF,24,2,8.3,6,25.0,1,16.7,1,0,6,1.00,0,0.0,100.0
Mike Karney,1875,FB,16,NO,143,17,11.9,15,10.5,1,6.7,1,0,5,0.33,0,0.0,100.0
Matt Schobel,1074,TE,14,PHI,121,17,14.0,17,14.0,3,17.6,3,0,35,2.06,0,0.0,100.0
Aaron Stecker,572,HB,15,NO,160,38,23.8,18,11.3,4,22.2,4,0,20,1.11,0,0.0,100.0
LaDainian Tomlinson,777,HB,16,SD,328,82,25.0,8,2.4,2,25.0,2,0,13,1.63,0,0.0,100.0
Adrian Peterson,1177,HB,16,CHI,235,58,24.7,2,0.9,1,50.0,1,0,0,0.00,0,0.0,100.0
Johnnie Lee Higgins,3715,WR,15,OAK,86,7,8.1,14,16.3,1,7.1,1,0,-2,-0.14,0,0.0,100.0
Zach Miller,3654,TE,16,OAK,369,63,17.1,60,16.3,6,10.0,6,0,75,1.25,0,0.0,100.0
Wallace Wright,3563,WR,9,NYJ,54,11,20.4,11,20.4,1,9.1,1,0,36,3.27,0,0.0,100.0
Reuben Droughns,640,HB,14,NYG,87,14,16.1,1,1.1,1,100.0,1,0,4,4.00,0,0.0,100.0
Kevin Boss,3769,TE,10,NYG,88,14,15.9,12,13.6,1,8.3,1,0,3,0.25,1,0.0,100.0
Ahmad Bradshaw,3866,HB,5,NYG,13,4,30.8,1,7.7,1,100.0,1,0,1,1.00,0,0.0,100.0
Courtney Taylor,3813,WR,6,SEA,41,6,14.6,6,14.6,1,16.7,1,0,9,1.50,0,0.0,100.0
Dominique Byrd,3038,TE,2,STR,27,5,18.5,18,66.7,3,16.7,3,0,33,1.83,0,0.0,100.0
Jameel Cook,904,FB,5,HST,37,8,21.6,3,8.1,1,33.3,1,0,5,1.67,0,0.0,100.0
Jeb Putzier,1174,TE,7,HST,55,8,14.5,12,21.8,2,16.7,2,0,17,1.42,0,0.0,100.0
Willie Reid,3040,WR,5,PIT,34,6,17.6,18,52.9,4,22.2,4,0,54,3.00,0,0.0,100.0
Willie Parker,2142,HB,14,PIT,167,25,15.0,12,7.2,1,8.3,1,0,4,0.33,0,0.0,100.0
Najeh Davenport,1131,HB,15,PIT,128,25,19.5,8,6.3,2,25.0,2,0,49,6.13,1,0.0,100.0
Leonard Pope,3017,TE,13,ARZ,170,34,20.0,23,13.5,2,8.7,2,0,10,0.43,0,0.0,100.0
Adam Jennings,3129,WR,13,ATL,84,6,7.1,62,73.8,6,9.7,6,0,62,1.00,1,0.0,100.0
Glenn Holt,3355,WR,9,CIN,120,21,17.5,24,20.0,1,4.2,1,0,17,0.71,0,0.0,100.0
DeDe Dorsey,3299,HB,7,CIN,20,5,25.0,1,5.0,1,100.0,1,0,17,17.00,0,0.0,100.0
Skyler Green,3070,WR,2,CIN,26,4,15.4,19,73.1,3,15.8,3,0,33,1.74,0,0.0,100.0
Chris Henry,2300,WR,8,CIN,209,36,17.2,13,6.2,2,15.4,2,0,29,2.23,0,0.0,100.0
Kenny Watson,1001,HB,16,CIN,290,63,21.7,9,3.1,1,11.1,1,0,4,0.44,0,0.0,100.0
Martrez Milner,3749,TE,7,ATL,58,9,15.5,10,17.2,1,10.0,1,0,15,1.50,0,0.0,100.0
Reggie Kelly,468,TE,15,CIN,357,26,7.3,67,18.8,6,9.0,6,0,59,0.88,0,0.0,100.0
Marvin Harrison,162,WR,5,IND,142,32,22.5,5,3.5,1,20.0,1,0,8,1.60,0,0.0,100.0
Joseph Addai,2975,HB,15,IND,297,43,14.5,4,1.3,1,25.0,1,0,5,1.25,0,0.0,100.0
Ahmard Hall,3336,FB,10,TEN,52,11,21.2,2,3.8,1,50.0,1,0,6,3.00,0,0.0,100.0
Ryan Grant,2609,HB,14,GB,138,34,24.6,6,4.3,1,16.7,1,0,4,0.67,0,0.0,100.0
Lorenzo Booker,3687,HB,6,MIA,106,34,32.1,10,9.4,2,20.0,2,0,23,2.30,0,0.0,100.0
Willis McGahee,1339,HB,15,BLT,166,48,28.9,6,3.6,1,16.7,1,0,6,1.00,0,0.0,100.0
Greg Camarillo,2523,WR,10,MIA,103,10,9.7,76,73.8,4,5.3,4,0,122,1.61,1,0.0,100.0
Demetrius Williams,3056,WR,9,BLT,253,46,18.2,19,7.5,3,15.8,3,0,25,1.32,0,0.0,100.0
Matt Willis,4283,WR,4,BLT,14,1,7.1,5,35.7,1,20.0,1,0,11,2.20,0,0.0,100.0
Dante Rosario,3771,TE,13,CAR,54,6,11.1,14,25.9,2,14.3,2,0,25,1.79,2,0.0,100.0
Todd Yoder,772,TE,15,WAS,86,10,11.6,18,20.9,3,16.7,3,0,23,1.28,0,0.0,100.0
Michael Sellers,432,FB,14,WAS,118,22,18.6,7,5.9,1,14.3,1,0,7,1.00,0,0.0,100.0
George Wrighster,1417,TE,11,JAX,120,22,18.3,13,10.8,1,7.7,1,0,9,0.69,0,0.0,100.0
LaBrandon Toefield,1443,HB,1,JAX,13,1,7.7,1,7.7,1,100.0,1,0,4,4.00,0,0.0,100.0
Troy Walters,682,WR,10,DET,62,10,16.1,14,22.6,3,21.4,3,0,22,1.57,0,0.0,100.0
Kevin Jones,1751,HB,13,DET,262,40,15.3,6,2.3,2,33.3,2,0,13,2.17,0,0.0,100.0
Daniel Graham,1028,TE,15,DEN,291,30,10.3,46,15.8,6,13.0,6,0,54,1.17,0,0.0,100.0
Selvin Young,4109,HB,15,DEN,230,41,17.8,3,1.3,2,66.7,2,0,13,4.33,0,0.0,100.0
Anthony Thomas,808,HB,9,BUF,67,19,28.4,1,1.5,1,100.0,1,0,7,7.00,0,0.0,100.0
Robert Ferguson,811,WR,15,MIN,310,57,18.4,25,8.1,1,4.0,1,0,12,0.48,0,0.0,100.0
Craig Davis,3646,WR,13,SD,219,30,13.7,96,43.8,10,10.4,9,0,70,0.73,0,0.0,90.0
David Anderson,3196,WR,6,HST,126,15,11.9,84,66.7,9,10.7,8,0,87,1.04,1,0.0,88.9
Brandon Middleton,2123,WR,4,DET,60,9,15.0,54,90.0,9,16.7,8,0,70,1.30,1,0.0,88.9
Eric Johnson,929,TE,14,NO,370,59,15.9,142,38.4,34,23.9,30,2,230,1.62,2,6.3,88.2
Dennis Northcutt,605,WR,15,JAX,321,68,21.2,150,46.7,23,15.3,20,0,213,1.42,3,0.0,87.0
Terrance Copper,2016,WR,14,NO,123,18,14.6,44,35.8,7,15.9,6,1,56,1.27,0,14.3,85.7
Antonio Chatman,946,WR,12,CIN,129,28,21.7,51,39.5,14,27.5,12,0,89,1.75,1,0.0,85.7
Tony Scheffler,3006,TE,13,DEN,257,62,24.1,75,29.2,14,18.7,12,0,87,1.16,1,0.0,85.7
Kevin Faulk,470,HB,16,NE,302,56,18.5,30,9.9,7,23.3,6,0,38,1.27,0,0.0,85.7
Samie Parker,1826,WR,15,KC,344,37,10.8,149,43.3,19,12.8,16,0,183,1.23,1,0.0,84.2
Jabar Gaffney,1040,WR,16,NE,294,46,15.6,158,53.7,23,14.6,19,1,256,1.62,2,5.0,82.6
Wes Welker,2204,WR,16,NE,525,138,26.3,466,88.8,118,25.3,96,5,1000,2.15,5,5.0,81.4
Greg Jennings,2997,WR,13,GB,445,83,18.7,164,36.9,32,19.5,26,2,369,2.25,5,7.1,81.3
Quinn Sypniewski,3111,TE,14,BLT,272,47,17.3,86,31.6,21,24.4,17,2,147,1.71,1,10.5,81.0
Jerramy Stevens,1035,TE,14,TB,200,20,10.0,50,25.0,5,10.0,4,0,31,0.62,0,0.0,80.0
Ernest Wilford,1841,WR,16,JAX,381,71,18.6,61,16.0,10,16.4,8,0,89,1.46,2,0.0,80.0
Delanie Walker,3120,TE,16,SF,228,41,18.0,61,26.8,9,14.8,7,1,50,0.82,0,12.5,77.8
Andre' Davis,1054,WR,14,HST,362,59,16.3,50,13.8,9,18.0,7,0,54,1.08,0,0.0,77.8
Billy Miller,534,TE,16,NO,175,38,21.7,45,25.7,9,20.0,7,0,115,2.56,0,0.0,77.8
David Patten,221,WR,16,NO,381,84,22.0,81,21.3,17,21.0,13,1,154,1.90,0,7.1,76.5
Bobby Engram,177,WR,16,SEA,486,127,26.1,412,84.8,116,28.2,88,3,1075,2.61,4,3.3,75.9
Brandon Jones,2313,WR,8,TEN,145,34,23.4,13,9.0,4,30.8,3,1,36,2.77,1,25.0,75.0
Reggie Williams,1730,WR,15,JAX,311,57,18.3,44,14.1,4,9.1,3,0,36,0.82,1,0.0,75.0
Bernard Berrian,1799,WR,16,CHI,553,121,21.9,31,5.6,4,12.9,3,0,19,0.61,0,0.0,75.0
Eric Moulds,165,WR,16,TEN,384,47,12.2,139,36.2,24,17.3,18,2,215,1.55,0,10.0,75.0
Lance Moore,2718,WR,16,NO,306,47,15.4,93,30.4,16,17.2,12,0,119,1.28,1,0.0,75.0
Vernon Davis,2951,TE,14,SF,457,77,16.8,50,10.9,8,16.0,6,0,76,1.52,0,0.0,75.0
Bryan Fletcher,1184,TE,12,IND,176,26,14.8,47,26.7,8,17.0,6,0,38,0.81,0,0.0,75.0
Ben Utecht,2199,TE,14,IND,224,36,16.1,29,12.9,8,27.6,6,0,88,3.03,0,0.0,75.0
D.J. Hackett,1876,WR,6,SEA,197,45,22.8,53,26.9,16,30.2,12,0,108,2.04,0,0.0,75.0
Owen Daniels,3043,TE,16,HST,472,87,18.4,80,16.9,16,20.0,12,1,162,2.03,1,7.7,75.0
Legedu Naanee,3788,WR,11,SD,73,12,16.4,47,64.4,8,17.0,6,0,44,0.94,0,0.0,75.0
Jason Witten,1384,TE,16,DAL,481,141,29.3,104,21.6,32,30.8,24,1,292,2.81,1,4.0,75.0
Justin Gage,1452,WR,16,TEN,421,83,19.7,192,45.6,39,20.3,29,1,408,2.13,0,3.3,74.4
Benjamin Watson,1753,TE,12,NE,256,48,18.8,156,60.9,27,17.3,20,2,225,1.44,2,9.1,74.1
Andre Johnson,1319,WR,9,HST,265,82,30.9,59,22.3,23,39.0,17,1,185,3.14,4,5.6,73.9
Jerricho Cotchery,1829,WR,15,NYJ,525,120,22.9,338,64.4,72,21.3,53,4,646,1.91,1,7.0,73.6
Ike Hilliard,233,WR,15,TB,403,83,20.6,203,50.4,53,26.1,39,6,469,2.31,1,13.3,73.6
Justin Peelle,1104,TE,16,MIA,225,41,18.2,58,25.8,15,25.9,11,1,69,1.19,0,8.3,73.3
Tony Gonzalez,237,TE,16,KC,564,144,25.5,221,39.2,52,23.5,38,3,422,1.91,1,7.3,73.1
Donald Driver,533,WR,15,GB,529,116,21.9,431,81.5,88,20.4,64,3,753,1.75,2,4.5,72.7
Matt Jones,2238,WR,12,JAX,162,49,30.2,48,29.6,11,22.9,8,0,102,2.13,0,0.0,72.7
Laveranues Coles,638,WR,12,NYJ,321,83,25.9,40,12.5,11,27.5,8,1,85,2.13,2,11.1,72.7
Reggie Bush,2947,HB,12,NO,376,92,24.5,65,17.3,18,27.7,13,2,102,1.57,1,13.3,72.2
Anquan Boldin,1369,WR,12,ARZ,433,96,22.2,236,54.5,43,18.2,31,1,341,1.44,3,3.1,72.1
Mike Furrey,726,WR,16,DET,539,88,16.3,358,66.4,60,16.8,43,1,418,1.17,1,2.3,71.7
Maurice Stovall,3035,WR,13,TB,143,13,9.1,55,38.5,7,12.7,5,0,41,0.75,0,0.0,71.4
Robert Royal,1151,TE,16,BUF,311,34,10.9,82,26.4,7,8.5,5,0,39,0.48,0,0.0,71.4
Chris Davis,3744,WR,6,TEN,44,9,20.5,41,93.2,7,17.1,5,0,38,0.93,0,0.0,71.4
Hank Baskett,3220,WR,16,PHI,164,21,12.8,111,67.7,14,12.6,10,0,87,0.78,1,0.0,71.4
Todd Heap,801,TE,6,BLT,160,31,19.4,29,18.1,7,24.1,5,0,47,1.62,0,0.0,71.4
Ted Ginn Jr.,3625,WR,16,MIA,383,65,17.0,64,16.7,7,10.9,5,0,146,2.28,1,0.0,71.4
Chris Baker,1091,TE,15,NYJ,388,60,15.5,248,63.9,41,16.5,29,2,290,1.17,2,6.5,70.7
Donald Lee,1465,TE,15,GB,315,61,19.4,83,26.3,17,20.5,12,2,134,1.61,2,14.3,70.6
Shaun McDonald,1418,WR,16,DET,537,118,22.0,332,61.8,68,20.5,48,4,605,1.82,4,7.7,70.6
Roddy White,2244,WR,16,ATL,591,132,22.3,66,11.2,10,15.2,7,0,99,1.50,0,0.0,70.0
Heath Miller,2247,TE,16,PIT,365,58,15.9,85,23.3,10,11.8,7,0,104,1.22,1,0.0,70.0
Deion Branch,1072,WR,11,SEA,377,78,20.7,66,17.5,10,15.2,7,1,88,1.33,0,12.5,70.0
Brandon Marshall,3064,WR,16,DEN,532,167,31.4,33,6.2,13,39.4,9,1,82,2.48,1,10.0,69.2
David Martin,916,TE,15,MIA,390,49,12.6,154,39.5,16,10.4,11,1,101,0.66,0,8.3,68.8
Jason Avant,3054,WR,15,PHI,184,33,17.9,176,95.7,32,18.2,22,1,259,1.47,2,4.3,68.8
Chris Cooley,1802,TE,16,WAS,457,103,22.5,204,44.6,41,20.1,28,1,305,1.50,3,3.4,68.3
Derrick Mason,271,WR,16,BLT,596,151,25.3,371,62.2,88,23.7,60,2,543,1.46,3,3.2,68.2
T.J. Houshmandzadeh,921,WR,16,CIN,577,164,28.4,369,64.0,92,24.9,62,7,625,1.69,4,10.1,67.4
Roy Williams,1728,WR,12,DET,448,101,22.5,40,8.9,6,15.0,4,1,34,0.85,1,20.0,66.7
Antwaan Randle El,1069,WR,15,WAS,408,77,18.9,210,51.5,30,14.3,20,1,298,1.42,0,4.8,66.7
Daniel Wilcox,1002,TE,5,BLT,74,10,13.5,24,32.4,3,12.5,2,1,7,0.29,0,33.3,66.7
Malcom Floyd,2044,WR,6,SD,94,13,13.8,16,17.0,3,18.8,2,0,25,1.56,0,0.0,66.7
Anthony Gonzalez,3648,WR,13,IND,260,51,19.6,55,21.2,12,21.8,8,2,129,2.35,0,20.0,66.7
Troy Williamson,2224,WR,11,MIN,166,37,22.3,10,6.0,3,30.0,2,1,21,2.10,0,33.3,66.7
Hines Ward,380,WR,13,PIT,398,107,26.9,210,52.8,51,24.3,34,3,360,1.71,2,8.1,66.7
Lawrence Vickers,3125,FB,16,CLV,153,23,15.0,14,9.2,3,21.4,2,0,9,0.64,0,0.0,66.7
Jerheme Urban,1709,WR,10,ARZ,201,36,17.9,169,84.1,30,17.8,20,2,309,1.83,1,9.1,66.7
Steve Heiden,481,TE,16,CLV,202,20,9.9,63,31.2,6,9.5,4,0,35,0.56,0,0.0,66.7
Peerless Price,473,WR,4,BUF,83,11,13.3,22,26.5,6,27.3,4,1,46,2.09,0,20.0,66.7
Reggie Brown,2252,WR,16,PHI,596,104,17.4,76,12.8,9,11.8,6,0,87,1.14,2,0.0,66.7
Greg Lewis,1650,WR,15,PHI,148,21,14.2,117,79.1,18,15.4,12,0,252,2.15,3,0.0,66.7
Marques Colston,3197,WR,16,NO,548,143,26.1,277,50.5,65,23.5,43,4,564,2.04,5,8.5,66.2
Dallas Clark,1340,TE,15,IND,458,92,20.1,296,64.6,54,18.2,35,7,361,1.22,8,16.7,64.8
Joe Jurevicius,365,WR,16,CLV,412,80,19.4,186,45.1,28,15.1,18,2,224,1.20,2,10.0,64.3
Kevin Walter,1549,WR,16,HST,498,101,20.3,181,36.3,36,19.9,23,1,255,1.41,3,4.2,63.9
